cell_id,centroid_x,centroid_y,dx,dy,bearing_deg,ds_id,area_m2,soil_type,wpf_ymin,wpf_ymax,wpf_k
758,1526709.087000,5172278.971000,95.000300,-234.999500,157.988612,157,100.000000,Compacted,0.650000,1.500000,0.029000
759,1526719.087000,5172278.971000,105.000300,-234.999500,155.924395,155,100.000000,Compacted,0.650000,1.500000,0.029000
760,1526729.087000,5172278.971000,115.000300,-234.999500,153.924537,153,100.000000,Compacted,0.650000,1.500000,0.029000
761,1526739.087000,5172278.971000,125.000300,-234.999500,151.990716,151,100.000000,Compacted,0.650000,1.500000,0.029000
762,1526749.087000,5172278.971000,135.000300,-234.999500,150.123900,150,100.000000,Compacted,0.650000,1.500000,0.029000
763,1526759.087000,5172278.971000,145.000300,-234.999500,148.324424,148,100.000000,Compacted,0.650000,1.500000,0.029000
764,1526769.087000,5172278.971000,155.000300,-234.999500,146.592068,146,100.000000,Organic patch,1.100000,2.200000,0.038000
765,1526779.087000,5172278.971000,165.000300,-234.999500,144.926139,144,100.000000,Organic patch,1.100000,2.200000,0.038000
766,1526789.087000,5172278.971000,175.000300,-234.999500,143.325545,143,100.000000,Compacted,0.650000,1.500000,0.029000
767,1526799.087000,5172278.971000,185.000300,-234.999500,141.788870,141,100.000000,Compacted,0.650000,1.500000,0.029000
768,1526809.087000,5172278.971000,195.000300,-234.999500,140.314442,140,100.000000,Compacted,0.650000,1.500000,0.029000
769,1526819.087000,5172278.971000,205.000300,-234.999500,138.900392,138,100.000000,Compacted,0.650000,1.500000,0.029000
770,1526829.087000,5172278.971000,215.000300,-234.999500,137.544704,137,100.000000,Compacted,0.650000,1.500000,0.029000
771,1526839.087000,5172278.971000,225.000300,-234.999500,136.245265,136,100.000000,Compacted,0.650000,1.500000,0.029000
772,1526849.087000,5172278.971000,235.000300,-234.999500,134.999902,134,100.000000,Compacted,0.650000,1.500000,0.029000
773,1526859.087000,5172278.971000,245.000300,-234.999500,133.806415,133,100.000000,Compacted,0.650000,1.500000,0.029000
774,1526869.087000,5172278.971000,255.000300,-234.999500,132.662600,132,100.000000,Compacted,0.650000,1.500000,0.029000
775,1526879.087000,5172278.971000,265.000300,-234.999500,131.566277,131,100.000000,Compacted,0.650000,1.500000,0.029000
776,1526889.087000,5172278.971000,275.000300,-234.999500,130.515303,130,100.000000,Compacted,0.650000,1.500000,0.029000
777,1526899.087000,5172278.971000,285.000300,-234.999500,129.507586,129,100.000000,Compacted,0.650000,1.500000,0.029000
778,1526909.087000,5172278.971000,295.000300,-234.999500,128.541096,128,100.000000,Compacted,0.650000,1.500000,0.029000
779,1526919.087000,5172278.971000,305.000300,-234.999500,127.613871,127,100.000000,Compacted,0.650000,1.500000,0.029000
780,1526929.087000,5172278.971000,315.000300,-234.999500,126.724023,126,100.000000,Compacted,0.650000,1.500000,0.029000
781,1526289.087000,5172288.971000,-324.999700,-224.999500,235.304881,235,100.000000,Deep silt loam,0.900000,2.000000,0.035000
782,1526299.087000,5172288.971000,-314.999700,-224.999500,234.462357,234,100.000000,Deep silt loam,0.900000,2.000000,0.035000
783,1526309.087000,5172288.971000,-304.999700,-224.999500,233.583655,233,100.000000,Deep silt loam,0.900000,2.000000,0.035000
784,1526319.087000,5172288.971000,-294.999700,-224.999500,232.666838,232,100.000000,Deep silt loam,0.900000,2.000000,0.035000
785,1526329.087000,5172288.971000,-284.999700,-224.999500,231.709869,231,100.000000,Deep silt loam,0.900000,2.000000,0.035000
786,1526339.087000,5172288.971000,-274.999700,-224.999500,230.710625,230,100.000000,Deep silt loam,0.900000,2.000000,0.035000
787,1526349.087000,5172288.971000,-264.999700,-224.999500,229.666889,229,100.000000,Deep silt loam,0.900000,2.000000,0.035000
788,1526359.087000,5172288.971000,-254.999700,-224.999500,228.576364,228,100.000000,Deep silt loam,0.900000,2.000000,0.035000
789,1526369.087000,5172288.971000,-244.999700,-224.999500,227.436677,227,100.000000,Deep silt loam,0.900000,2.000000,0.035000
790,1526379.087000,5172288.971000,-234.999700,-224.999500,226.245391,226,100.000000,Deep silt loam,0.900000,2.000000,0.035000
791,1526389.087000,5172288.971000,-224.999700,-224.999500,225.000025,225,100.000000,Deep silt loam,0.900000,2.000000,0.035000
792,1526399.087000,5172288.971000,-214.999700,-224.999500,223.698071,223,100.000000,Deep silt loam,0.900000,2.000000,0.035000
793,1526409.087000,5172288.971000,-204.999700,-224.999500,222.337021,222,100.000000,Deep silt loam,0.900000,2.000000,0.035000
794,1526419.087000,5172288.971000,-194.999700,-224.999500,220.914403,220,100.000000,Deep silt loam,0.900000,2.000000,0.035000
795,1526429.087000,5172288.971000,-184.999700,-224.999500,219.427819,219,100.000000,Deep silt loam,0.900000,2.000000,0.035000
796,1526439.087000,5172288.971000,-174.999700,-224.999500,217.874998,217,100.000000,Deep silt loam,0.900000,2.000000,0.035000
797,1526449.087000,5172288.971000,-164.999700,-224.999500,216.253849,216,100.000000,Organic patch,1.100000,2.200000,0.038000
798,1526459.087000,5172288.971000,-154.999700,-224.999500,214.562532,214,100.000000,Compacted,0.650000,1.500000,0.029000
799,1526469.087000,5172288.971000,-144.999700,-224.999500,212.799535,212,100.000000,Compacted,0.650000,1.500000,0.029000
800,1526479.087000,5172288.971000,-134.999700,-224.999500,210.963757,210,100.000000,Compacted,0.650000,1.500000,0.029000
801,1526489.087000,5172288.971000,-124.999700,-224.999500,209.054600,209,100.000000,Compacted,0.650000,1.500000,0.029000
802,1526499.087000,5172288.971000,-114.999700,-224.999500,207.072071,207,100.000000,Compacted,0.650000,1.500000,0.029000
803,1526509.087000,5172288.971000,-104.999700,-224.999500,205.016880,205,100.000000,Compacted,0.650000,1.500000,0.029000
804,1526519.087000,5172288.971000,-94.999700,-224.999500,202.890532,202,100.000000,Compacted,0.650000,1.500000,0.029000
805,1526529.087000,5172288.971000,-84.999700,-224.999500,200.695426,200,100.000000,Compacted,0.650000,1.500000,0.029000
806,1526539.087000,5172288.971000,-74.999700,-224.999500,198.434918,198,100.000000,Compacted,0.650000,1.500000,0.029000
807,1526549.087000,5172288.971000,-64.999700,-224.999500,196.113382,196,100.000000,Compacted,0.650000,1.500000,0.029000
808,1526559.087000,5172288.971000,-54.999700,-224.999500,193.736226,193,100.000000,Compacted,0.650000,1.500000,0.029000
809,1526569.087000,5172288.971000,-44.999700,-224.999500,191.309884,191,100.000000,Compacted,0.650000,1.500000,0.029000
810,1526579.087000,5172288.971000,-34.999700,-224.999500,188.841759,188,100.000000,Compacted,0.650000,1.500000,0.029000
811,1526589.087000,5172288.971000,-24.999700,-224.999500,186.340130,186,100.000000,Compacted,0.650000,1.500000,0.029000
812,1526599.087000,5172288.971000,-14.999700,-224.999500,183.814007,183,100.000000,Compacted,0.650000,1.500000,0.029000
813,1526609.087000,5172288.971000,-4.999700,-224.999500,181.272956,181,100.000000,Compacted,0.650000,1.500000,0.029000
814,1526619.087000,5172288.971000,5.000300,-224.999500,178.726891,178,100.000000,Compacted,0.650000,1.500000,0.029000
815,1526629.087000,5172288.971000,15.000300,-224.999500,176.185841,176,100.000000,Compacted,0.650000,1.500000,0.029000
816,1526639.087000,5172288.971000,25.000300,-224.999500,173.659719,173,100.000000,Compacted,0.650000,1.500000,0.029000
817,1526649.087000,5172288.971000,35.000300,-224.999500,171.158092,171,100.000000,Compacted,0.650000,1.500000,0.029000
818,1526659.087000,5172288.971000,45.000300,-224.999500,168.689970,168,100.000000,Compacted,0.650000,1.500000,0.029000
819,1526669.087000,5172288.971000,55.000300,-224.999500,166.263630,166,100.000000,Compacted,0.650000,1.500000,0.029000
820,1526679.087000,5172288.971000,65.000300,-224.999500,163.886477,163,100.000000,Compacted,0.650000,1.500000,0.029000
821,1526689.087000,5172288.971000,75.000300,-224.999500,161.564944,161,100.000000,Compacted,0.650000,1.500000,0.029000
822,1526699.087000,5172288.971000,85.000300,-224.999500,159.304440,159,100.000000,Compacted,0.650000,1.500000,0.029000
823,1526709.087000,5172288.971000,95.000300,-224.999500,157.109338,157,100.000000,Compacted,0.650000,1.500000,0.029000
824,1526719.087000,5172288.971000,105.000300,-224.999500,154.982995,154,100.000000,Compacted,0.650000,1.500000,0.029000
825,1526729.087000,5172288.971000,115.000300,-224.999500,152.927808,152,100.000000,Compacted,0.650000,1.500000,0.029000
826,1526739.087000,5172288.971000,125.000300,-224.999500,150.945283,150,100.000000,Compacted,0.650000,1.500000,0.029000
827,1526749.087000,5172288.971000,135.000300,-224.999500,149.036131,149,100.000000,Compacted,0.650000,1.500000,0.029000
828,1526759.087000,5172288.971000,145.000300,-224.999500,147.200357,147,100.000000,Compacted,0.650000,1.500000,0.029000
829,1526769.087000,5172288.971000,155.000300,-224.999500,145.437364,145,100.000000,Compacted,0.650000,1.500000,0.029000
830,1526779.087000,5172288.971000,165.000300,-224.999500,143.746052,143,100.000000,Gravelly,0.600000,1.400000,0.028000
831,1526789.087000,5172288.971000,175.000300,-224.999500,142.124907,142,100.000000,Compacted,0.650000,1.500000,0.029000
832,1526799.087000,5172288.971000,185.000300,-224.999500,140.572090,140,100.000000,Compacted,0.650000,1.500000,0.029000
833,1526809.087000,5172288.971000,195.000300,-224.999500,139.085510,139,100.000000,Compacted,0.650000,1.500000,0.029000
834,1526819.087000,5172288.971000,205.000300,-224.999500,137.662896,137,100.000000,Compacted,0.650000,1.500000,0.029000
835,1526829.087000,5172288.971000,215.000300,-224.999500,136.301849,136,100.000000,Compacted,0.650000,1.500000,0.029000
836,1526839.087000,5172288.971000,225.000300,-224.999500,134.999898,134,100.000000,Compacted,0.650000,1.500000,0.029000
837,1526849.087000,5172288.971000,235.000300,-224.999500,133.754536,133,100.000000,Compacted,0.650000,1.500000,0.029000
838,1526859.087000,5172288.971000,245.000300,-224.999500,132.563253,132,100.000000,Compacted,0.650000,1.500000,0.029000
839,1526869.087000,5172288.971000,255.000300,-224.999500,131.423569,131,100.000000,Compacted,0.650000,1.500000,0.029000
840,1526879.087000,5172288.971000,265.000300,-224.999500,130.333047,130,100.000000,Compacted,0.650000,1.500000,0.029000
841,1526889.087000,5172288.971000,275.000300,-224.999500,129.289314,129,100.000000,Compacted,0.650000,1.500000,0.029000
842,1526899.087000,5172288.971000,285.000300,-224.999500,128.290072,128,100.000000,Compacted,0.650000,1.500000,0.029000
843,1526909.087000,5172288.971000,295.000300,-224.999500,127.333106,127,100.000000,Compacted,0.650000,1.500000,0.029000
844,1526919.087000,5172288.971000,305.000300,-224.999500,126.416291,126,100.000000,Compacted,0.650000,1.500000,0.029000
845,1526929.087000,5172288.971000,315.000300,-224.999500,125.537592,125,100.000000,Compacted,0.650000,1.500000,0.029000
846,1526939.087000,5172288.971000,325.000300,-224.999500,124.695069,124,100.000000,Compacted,0.650000,1.500000,0.029000
847,1526279.087000,5172298.971000,-334.999700,-214.999500,237.308053,237,100.000000,Deep silt loam,0.900000,2.000000,0.035000
848,1526289.087000,5172298.971000,-324.999700,-214.999500,236.513868,236,100.000000,Deep silt loam,0.900000,2.000000,0.035000
849,1526299.087000,5172298.971000,-314.999700,-214.999500,235.684949,235,100.000000,Deep silt loam,0.900000,2.000000,0.035000
850,1526309.087000,5172298.971000,-304.999700,-214.999500,234.819337,234,100.000000,Deep silt loam,0.900000,2.000000,0.035000
851,1526319.087000,5172298.971000,-294.999700,-214.999500,233.914963,233,100.000000,Deep silt loam,0.900000,2.000000,0.035000
852,1526329.087000,5172298.971000,-284.999700,-214.999500,232.969645,232,100.000000,Deep silt loam,0.900000,2.000000,0.035000
853,1526339.087000,5172298.971000,-274.999700,-214.999500,231.981092,231,100.000000,Deep silt loam,0.900000,2.000000,0.035000
854,1526349.087000,5172298.971000,-264.999700,-214.999500,230.946897,230,100.000000,Deep silt loam,0.900000,2.000000,0.035000
855,1526359.087000,5172298.971000,-254.999700,-214.999500,229.864547,229,100.000000,Deep silt loam,0.900000,2.000000,0.035000
856,1526369.087000,5172298.971000,-244.999700,-214.999500,228.731428,228,100.000000,Deep silt loam,0.900000,2.000000,0.035000
857,1526379.087000,5172298.971000,-234.999700,-214.999500,227.544834,227,100.000000,Deep silt loam,0.900000,2.000000,0.035000
858,1526389.087000,5172298.971000,-224.999700,-214.999500,226.301981,226,100.000000,Deep silt loam,0.900000,2.000000,0.035000
859,1526399.087000,5172298.971000,-214.999700,-214.999500,225.000027,225,100.000000,Deep silt loam,0.900000,2.000000,0.035000
860,1526409.087000,5172298.971000,-204.999700,-214.999500,223.636097,223,100.000000,Deep silt loam,0.900000,2.000000,0.035000
861,1526419.087000,5172298.971000,-194.999700,-214.999500,222.207320,222,100.000000,Deep silt loam,0.900000,2.000000,0.035000
862,1526429.087000,5172298.971000,-184.999700,-214.999500,220.710867,220,100.000000,Deep silt loam,0.900000,2.000000,0.035000
863,1526439.087000,5172298.971000,-174.999700,-214.999500,219.144004,219,100.000000,Organic patch,1.100000,2.200000,0.038000
864,1526449.087000,5172298.971000,-164.999700,-214.999500,217.504156,217,100.000000,Organic patch,1.100000,2.200000,0.038000
865,1526459.087000,5172298.971000,-154.999700,-214.999500,215.788984,215,100.000000,Compacted,0.650000,1.500000,0.029000
866,1526469.087000,5172298.971000,-144.999700,-214.999500,213.996466,213,100.000000,Compacted,0.650000,1.500000,0.029000
867,1526479.087000,5172298.971000,-134.999700,-214.999500,212.125001,212,100.000000,Compacted,0.650000,1.500000,0.029000
868,1526489.087000,5172298.971000,-124.999700,-214.999500,210.173518,210,100.000000,Compacted,0.650000,1.500000,0.029000
869,1526499.087000,5172298.971000,-114.999700,-214.999500,208.141594,208,100.000000,Compacted,0.650000,1.500000,0.029000
870,1526509.087000,5172298.971000,-104.999700,-214.999500,206.029580,206,100.000000,Compacted,0.650000,1.500000,0.029000
871,1526519.087000,5172298.971000,-94.999700,-214.999500,203.838723,203,100.000000,Compacted,0.650000,1.500000,0.029000
872,1526529.087000,5172298.971000,-84.999700,-214.999500,201.571284,201,100.000000,Compacted,0.650000,1.500000,0.029000
873,1526539.087000,5172298.971000,-74.999700,-214.999500,199.230643,199,100.000000,Compacted,0.650000,1.500000,0.029000
874,1526549.087000,5172298.971000,-64.999700,-214.999500,196.821374,196,100.000000,Compacted,0.650000,1.500000,0.029000
875,1526559.087000,5172298.971000,-54.999700,-214.999500,194.349289,194,100.000000,Compacted,0.650000,1.500000,0.029000
876,1526569.087000,5172298.971000,-44.999700,-214.999500,191.821438,191,100.000000,Compacted,0.650000,1.500000,0.029000
877,1526579.087000,5172298.971000,-34.999700,-214.999500,189.246056,189,100.000000,Compacted,0.650000,1.500000,0.029000
878,1526589.087000,5172298.971000,-24.999700,-214.999500,186.632451,186,100.000000,Compacted,0.650000,1.500000,0.029000
879,1526599.087000,5172298.971000,-14.999700,-214.999500,183.990843,183,100.000000,Compacted,0.650000,1.500000,0.029000
880,1526609.087000,5172298.971000,-4.999700,-214.999500,181.332143,181,100.000000,Compacted,0.650000,1.500000,0.029000
881,1526619.087000,5172298.971000,5.000300,-214.999500,178.667697,178,100.000000,Compacted,0.650000,1.500000,0.029000
882,1526629.087000,5172298.971000,15.000300,-214.999500,176.008998,176,100.000000,Compacted,0.650000,1.500000,0.029000
883,1526639.087000,5172298.971000,25.000300,-214.999500,173.367391,173,100.000000,Compacted,0.650000,1.500000,0.029000
884,1526649.087000,5172298.971000,35.000300,-214.999500,170.753788,170,100.000000,Compacted,0.650000,1.500000,0.029000
885,1526659.087000,5172298.971000,45.000300,-214.999500,168.178408,168,100.000000,Compacted,0.650000,1.500000,0.029000
886,1526669.087000,5172298.971000,55.000300,-214.999500,165.650561,165,100.000000,Compacted,0.650000,1.500000,0.029000
887,1526679.087000,5172298.971000,65.000300,-214.999500,163.178480,163,100.000000,Compacted,0.650000,1.500000,0.029000
888,1526689.087000,5172298.971000,75.000300,-214.999500,160.769215,160,100.000000,Compacted,0.650000,1.500000,0.029000
889,1526699.087000,5172298.971000,85.000300,-214.999500,158.428578,158,100.000000,Compacted,0.650000,1.500000,0.029000
890,1526709.087000,5172298.971000,95.000300,-214.999500,156.161144,156,100.000000,Compacted,0.650000,1.500000,0.029000
891,1526719.087000,5172298.971000,105.000300,-214.999500,153.970291,153,100.000000,Compacted,0.650000,1.500000,0.029000
892,1526729.087000,5172298.971000,115.000300,-214.999500,151.858281,151,100.000000,Compacted,0.650000,1.500000,0.029000
893,1526739.087000,5172298.971000,125.000300,-214.999500,149.826362,149,100.000000,Compacted,0.650000,1.500000,0.029000
894,1526749.087000,5172298.971000,135.000300,-214.999500,147.874884,147,100.000000,Compacted,0.650000,1.500000,0.029000
895,1526759.087000,5172298.971000,145.000300,-214.999500,146.003424,146,100.000000,Compacted,0.650000,1.500000,0.029000
896,1526769.087000,5172298.971000,155.000300,-214.999500,144.210911,144,100.000000,Compacted,0.650000,1.500000,0.029000
897,1526779.087000,5172298.971000,165.000300,-214.999500,142.495743,142,100.000000,Gravelly,0.600000,1.400000,0.028000
898,1526789.087000,5172298.971000,175.000300,-214.999500,140.855900,140,100.000000,Gravelly,0.600000,1.400000,0.028000
899,1526799.087000,5172298.971000,185.000300,-214.999500,139.289042,139,100.000000,Compacted,0.650000,1.500000,0.029000
900,1526809.087000,5172298.971000,195.000300,-214.999500,137.792592,137,100.000000,Compacted,0.650000,1.500000,0.029000
901,1526819.087000,5172298.971000,205.000300,-214.999500,136.363819,136,100.000000,Compacted,0.650000,1.500000,0.029000
902,1526829.087000,5172298.971000,215.000300,-214.999500,134.999893,134,100.000000,Compacted,0.650000,1.500000,0.029000
903,1526839.087000,5172298.971000,225.000300,-214.999500,133.697943,133,100.000000,Compacted,0.650000,1.500000,0.029000
904,1526849.087000,5172298.971000,235.000300,-214.999500,132.455093,132,100.000000,Compacted,0.650000,1.500000,0.029000
905,1526859.087000,5172298.971000,245.000300,-214.999500,131.268502,131,100.000000,Compacted,0.650000,1.500000,0.029000
906,1526869.087000,5172298.971000,255.000300,-214.999500,130.135387,130,100.000000,Compacted,0.650000,1.500000,0.029000
907,1526879.087000,5172298.971000,265.000300,-214.999500,129.053040,129,100.000000,Compacted,0.650000,1.500000,0.029000
908,1526889.087000,5172298.971000,275.000300,-214.999500,128.018848,128,100.000000,Compacted,0.650000,1.500000,0.029000
909,1526899.087000,5172298.971000,285.000300,-214.999500,127.030297,127,100.000000,Compacted,0.650000,1.500000,0.029000
910,1526909.087000,5172298.971000,295.000300,-214.999500,126.084982,126,100.000000,Compacted,0.650000,1.500000,0.029000
911,1526919.087000,5172298.971000,305.000300,-214.999500,125.180610,125,100.000000,Compacted,0.650000,1.500000,0.029000
912,1526929.087000,5172298.971000,315.000300,-214.999500,124.315000,124,100.000000,Compacted,0.650000,1.500000,0.029000
913,1526939.087000,5172298.971000,325.000300,-214.999500,123.486083,123,100.000000,Compacted,0.650000,1.500000,0.029000
914,1526949.087000,5172298.971000,335.000300,-214.999500,122.691900,122,100.000000,Compacted,0.650000,1.500000,0.029000
915,1526279.087000,5172308.971000,-334.999700,-204.999500,238.535896,238,100.000000,Deep silt loam,0.900000,2.000000,0.035000
916,1526289.087000,5172308.971000,-324.999700,-204.999500,237.757571,237,100.000000,Deep silt loam,0.900000,2.000000,0.035000
917,1526299.087000,5172308.971000,-314.999700,-204.999500,236.944216,236,100.000000,Deep silt loam,0.900000,2.000000,0.035000
918,1526309.087000,5172308.971000,-304.999700,-204.999500,236.093762,236,100.000000,Deep silt loam,0.900000,2.000000,0.035000
919,1526319.087000,5172308.971000,-294.999700,-204.999500,235.204012,235,100.000000,Deep silt loam,0.900000,2.000000,0.035000
920,1526329.087000,5172308.971000,-284.999700,-204.999500,234.272639,234,100.000000,Deep silt loam,0.900000,2.000000,0.035000
921,1526339.087000,5172308.971000,-274.999700,-204.999500,233.297182,233,100.000000,Deep silt loam,0.900000,2.000000,0.035000
922,1526349.087000,5172308.971000,-264.999700,-204.999500,232.275041,232,100.000000,Deep silt loam,0.900000,2.000000,0.035000
923,1526359.087000,5172308.971000,-254.999700,-204.999500,231.203483,231,100.000000,Deep silt loam,0.900000,2.000000,0.035000
924,1526369.087000,5172308.971000,-244.999700,-204.999500,230.079642,230,100.000000,Deep silt loam,0.900000,2.000000,0.035000
925,1526379.087000,5172308.971000,-234.999700,-204.999500,228.900527,228,100.000000,Deep silt loam,0.900000,2.000000,0.035000
926,1526389.087000,5172308.971000,-224.999700,-204.999500,227.663032,227,100.000000,Deep silt loam,0.900000,2.000000,0.035000
927,1526399.087000,5172308.971000,-214.999700,-204.999500,226.363957,226,100.000000,Deep silt loam,0.900000,2.000000,0.035000
928,1526409.087000,5172308.971000,-204.999700,-204.999500,225.000028,225,100.000000,Deep silt loam,0.900000,2.000000,0.035000
929,1526419.087000,5172308.971000,-194.999700,-204.999500,223.567930,223,100.000000,Deep silt loam,0.900000,2.000000,0.035000
930,1526429.087000,5172308.971000,-184.999700,-204.999500,222.064350,222,100.000000,Organic patch,1.100000,2.200000,0.038000
931,1526439.087000,5172308.971000,-174.999700,-204.999500,220.486032,220,100.000000,Organic patch,1.100000,2.200000,0.038000
932,1526449.087000,5172308.971000,-164.999700,-204.999500,218.829842,218,100.000000,Organic patch,1.100000,2.200000,0.038000
933,1526459.087000,5172308.971000,-154.999700,-204.999500,217.092851,217,100.000000,Organic patch,1.100000,2.200000,0.038000
934,1526469.087000,5172308.971000,-144.999700,-204.999500,215.272431,215,100.000000,Compacted,0.650000,1.500000,0.029000
935,1526479.087000,5172308.971000,-134.999700,-204.999500,213.366372,213,100.000000,Compacted,0.650000,1.500000,0.029000
936,1526489.087000,5172308.971000,-124.999700,-204.999500,211.373006,211,100.000000,Compacted,0.650000,1.500000,0.029000
937,1526499.087000,5172308.971000,-114.999700,-204.999500,209.291358,209,100.000000,Compacted,0.650000,1.500000,0.029000
938,1526509.087000,5172308.971000,-104.999700,-204.999500,207.121294,207,100.000000,Compacted,0.650000,1.500000,0.029000
939,1526519.087000,5172308.971000,-94.999700,-204.999500,204.863681,204,100.000000,Compacted,0.650000,1.500000,0.029000
940,1526529.087000,5172308.971000,-84.999700,-204.999500,202.520543,202,100.000000,Compacted,0.650000,1.500000,0.029000
941,1526539.087000,5172308.971000,-74.999700,-204.999500,200.095202,200,100.000000,Compacted,0.650000,1.500000,0.029000
942,1526549.087000,5172308.971000,-64.999700,-204.999500,197.592389,197,100.000000,Compacted,0.650000,1.500000,0.029000
943,1526559.087000,5172308.971000,-54.999700,-204.999500,195.018317,195,100.000000,Compacted,0.650000,1.500000,0.029000
944,1526569.087000,5172308.971000,-44.999700,-204.999500,192.380706,192,100.000000,Compacted,0.650000,1.500000,0.029000
945,1526579.087000,5172308.971000,-34.999700,-204.999500,189.688728,189,100.000000,Compacted,0.650000,1.500000,0.029000
946,1526589.087000,5172308.971000,-24.999700,-204.999500,186.952892,186,100.000000,Compacted,0.650000,1.500000,0.029000
947,1526599.087000,5172308.971000,-14.999700,-204.999500,184.184843,184,100.000000,Compacted,0.650000,1.500000,0.029000
948,1526609.087000,5172308.971000,-4.999700,-204.999500,181.397101,181,100.000000,Compacted,0.650000,1.500000,0.029000
949,1526619.087000,5172308.971000,5.000300,-204.999500,178.602732,178,100.000000,Compacted,0.650000,1.500000,0.029000
950,1526629.087000,5172308.971000,15.000300,-204.999500,175.814990,175,100.000000,Compacted,0.650000,1.500000,0.029000
951,1526639.087000,5172308.971000,25.000300,-204.999500,173.046943,173,100.000000,Compacted,0.650000,1.500000,0.029000
952,1526649.087000,5172308.971000,35.000300,-204.999500,170.311109,170,100.000000,Compacted,0.650000,1.500000,0.029000
953,1526659.087000,5172308.971000,45.000300,-204.999500,167.619134,167,100.000000,Compacted,0.650000,1.500000,0.029000
954,1526669.087000,5172308.971000,55.000300,-204.999500,164.981526,164,100.000000,Compacted,0.650000,1.500000,0.029000
955,1526679.087000,5172308.971000,65.000300,-204.999500,162.407459,162,100.000000,Compacted,0.650000,1.500000,0.029000
956,1526689.087000,5172308.971000,75.000300,-204.999500,159.904650,159,100.000000,Compacted,0.650000,1.500000,0.029000
957,1526699.087000,5172308.971000,85.000300,-204.999500,157.479313,157,100.000000,Compacted,0.650000,1.500000,0.029000
958,1526709.087000,5172308.971000,95.000300,-204.999500,155.136181,155,100.000000,Compacted,0.650000,1.500000,0.029000
959,1526719.087000,5172308.971000,105.000300,-204.999500,152.878573,152,100.000000,Compacted,0.650000,1.500000,0.029000
960,1526729.087000,5172308.971000,115.000300,-204.999500,150.708514,150,100.000000,Compacted,0.650000,1.500000,0.029000
961,1526739.087000,5172308.971000,125.000300,-204.999500,148.626872,148,100.000000,Compacted,0.650000,1.500000,0.029000
962,1526749.087000,5172308.971000,135.000300,-204.999500,146.633511,146,100.000000,Compacted,0.650000,1.500000,0.029000
963,1526759.087000,5172308.971000,145.000300,-204.999500,144.727457,144,100.000000,Compacted,0.650000,1.500000,0.029000
964,1526769.087000,5172308.971000,155.000300,-204.999500,142.907042,142,100.000000,Gravelly,0.600000,1.400000,0.028000
965,1526779.087000,5172308.971000,165.000300,-204.999500,141.170056,141,100.000000,Gravelly,0.600000,1.400000,0.028000
966,1526789.087000,5172308.971000,175.000300,-204.999500,139.513871,139,100.000000,Gravelly,0.600000,1.400000,0.028000
967,1526799.087000,5172308.971000,185.000300,-204.999500,137.935558,137,100.000000,Gravelly,0.600000,1.400000,0.028000
968,1526809.087000,5172308.971000,195.000300,-204.999500,136.431982,136,100.000000,Compacted,0.650000,1.500000,0.029000
969,1526819.087000,5172308.971000,205.000300,-204.999500,134.999888,134,100.000000,Compacted,0.650000,1.500000,0.029000
970,1526829.087000,5172308.971000,215.000300,-204.999500,133.635963,133,100.000000,Compacted,0.650000,1.500000,0.029000
971,1526839.087000,5172308.971000,225.000300,-204.999500,132.336892,132,100.000000,Compacted,0.650000,1.500000,0.029000
972,1526849.087000,5172308.971000,235.000300,-204.999500,131.099401,131,100.000000,Compacted,0.650000,1.500000,0.029000
973,1526859.087000,5172308.971000,245.000300,-204.999500,129.920289,129,100.000000,Compacted,0.650000,1.500000,0.029000
974,1526869.087000,5172308.971000,255.000300,-204.999500,128.796451,128,100.000000,Compacted,0.650000,1.500000,0.029000
975,1526879.087000,5172308.971000,265.000300,-204.999500,127.724896,127,100.000000,Compacted,0.650000,1.500000,0.029000
976,1526889.087000,5172308.971000,275.000300,-204.999500,126.702758,126,100.000000,Compacted,0.650000,1.500000,0.029000
977,1526899.087000,5172308.971000,285.000300,-204.999500,125.727303,125,100.000000,Compacted,0.650000,1.500000,0.029000
978,1526909.087000,5172308.971000,295.000300,-204.999500,124.795933,124,100.000000,Compacted,0.650000,1.500000,0.029000
979,1526919.087000,5172308.971000,305.000300,-204.999500,123.906186,123,100.000000,Compacted,0.650000,1.500000,0.029000
980,1526929.087000,5172308.971000,315.000300,-204.999500,123.055734,123,100.000000,Compacted,0.650000,1.500000,0.029000
981,1526939.087000,5172308.971000,325.000300,-204.999500,122.242381,122,100.000000,Compacted,0.650000,1.500000,0.029000
982,1526949.087000,5172308.971000,335.000300,-204.999500,121.464059,121,100.000000,Compacted,0.650000,1.500000,0.029000
983,1526269.087000,5172318.971000,-344.999700,-194.999500,240.524153,240,100.000000,Deep silt loam,0.900000,2.000000,0.035000
984,1526279.087000,5172318.971000,-334.999700,-194.999500,239.796804,239,100.000000,Deep silt loam,0.900000,2.000000,0.035000
985,1526289.087000,5172318.971000,-324.999700,-194.999500,239.036285,239,100.000000,Deep silt loam,0.900000,2.000000,0.035000
986,1526299.087000,5172318.971000,-314.999700,-194.999500,238.240561,238,100.000000,Deep silt loam,0.900000,2.000000,0.035000
987,1526309.087000,5172318.971000,-304.999700,-194.999500,237.407460,237,100.000000,Deep silt loam,0.900000,2.000000,0.035000
988,1526319.087000,5172318.971000,-294.999700,-194.999500,236.534661,236,100.000000,Deep silt loam,0.900000,2.000000,0.035000
