OBJECTID,Shape_Length,Shape_Area,centroid_x,centroid_y,dx,dy,bearing_deg,ds_id
2633,40,100,1526619.087,5172528.971,5,15,18.43494882,18
2634,40,100,1526629.087,5172528.971,15,15,45,45
2635,40,100,1526639.087,5172528.971,25,15,59.03624347,59
2636,40,100,1526649.087,5172528.971,35,15,66.80140949,66
2637,40,100,1526659.087,5172528.971,45,15,71.56505118,71
2638,40,100,1526669.087,5172528.971,55,15,74.7448813,74
2639,40,100,1526679.087,5172528.971,65,15,77.00538321,77
2640,40,100,1526689.087,5172528.971,75,15,78.69006753,78
2641,40,100,1526699.087,5172528.971,85,15,79.9920202,79
2642,40,100,1526709.087,5172528.971,95,15,81.02737339,81
2643,40,100,1526719.087,5172528.971,105,15,81.86989765,81
2644,40,100,1526729.087,5172528.971,115,15,82.56859203,82
2645,40,100,1526739.087,5172528.971,125,15,83.15722659,83
2646,40,100,1526749.087,5172528.971,135,15,83.65980825,83
2647,40,100,1526759.087,5172528.971,145,15,84.09385889,84
2648,40,100,1526769.087,5172528.971,155,15,84.47245985,84
2649,40,100,1526779.087,5172528.971,165,15,84.80557109,84
2650,40,100,1526789.087,5172528.971,175,15,85.10090755,85
2651,40,100,1526799.087,5172528.971,185,15,85.36453657,85
2652,40,100,1526809.087,5172528.971,195,15,85.60129464,85
2653,40,100,1526819.087,5172528.971,205,15,85.81508387,85
2654,40,100,1526829.087,5172528.971,215,15,86.0090869,86
2655,40,100,1526839.087,5172528.971,225,15,86.18592517,86
2656,40,100,1526849.087,5172528.971,235,15,86.34777722,86
2657,40,100,1526859.087,5172528.971,245,15,86.49646836,86
2658,40,100,1526869.087,5172528.971,255,15,86.63353934,86
2659,40,100,1526879.087,5172528.971,265,15,86.7602997,86
2660,40,100,1526889.087,5172528.971,275,15,86.87786954,86
2661,40,100,1526899.087,5172528.971,285,15,86.9872125,86
2662,40,100,1526909.087,5172528.971,295,15,87.08916217,87
2663,40,100,1526919.087,5172528.971,305,15,87.18444332,87
2664,40,100,1526929.087,5172528.971,315,15,87.27368901,87
2665,40,100,1526939.087,5172528.971,325,15,87.35745471,87
2666,40,100,1526949.087,5172528.971,335,15,87.43622979,87
2667,40,100,1526959.087,5172528.971,345,15,87.51044708,87
2668,40,100,1526969.087,5172528.971,355,15,87.58049078,87
2669,40,100,1526979.087,5172528.971,365,15,87.64670313,87
2670,40,100,1526989.087,5172528.971,375,15,87.70938996,87
2671,40,100,1526999.087,5172528.971,385,15,87.76882539,87
2672,40,100,1527009.087,5172528.971,395,15,87.82525589,87
2673,40,100,1526219.087,5172538.971,-395,25,273.6214847,273
2674,40,100,1526229.087,5172538.971,-385,25,273.7152891,273
2675,40,100,1526239.087,5172538.971,-375,25,273.8140748,273
2676,40,100,1526249.087,5172538.971,-365,25,273.9182489,273
2677,40,100,1526259.087,5172538.971,-355,25,274.0282637,274
2678,40,100,1526269.087,5172538.971,-345,25,274.1446237,274
2679,40,100,1526279.087,5172538.971,-335,25,274.2678933,274
2680,40,100,1526289.087,5172538.971,-325,25,274.3987054,274
2681,40,100,1526299.087,5172538.971,-315,25,274.5377725,274
2682,40,100,1526309.087,5172538.971,-305,25,274.6858998,274
2683,40,100,1526319.087,5172538.971,-295,25,274.8440004,274
2684,40,100,1526329.087,5172538.971,-285,25,275.0131138,275
2685,40,100,1526339.087,5172538.971,-275,25,275.1944289,275
2686,40,100,1526349.087,5172538.971,-265,25,275.3893118,275
2687,40,100,1526359.087,5172538.971,-255,25,275.5993393,275
2688,40,100,1526369.087,5172538.971,-245,25,275.826342,275
2689,40,100,1526379.087,5172538.971,-235,25,276.0724564,276
2690,40,100,1526389.087,5172538.971,-225,25,276.3401917,276
2691,40,100,1526399.087,5172538.971,-215,25,276.6325146,276
2692,40,100,1526409.087,5172538.971,-205,25,276.9529575,276
2693,40,100,1526419.087,5172538.971,-195,25,277.3057595,277
2694,40,100,1526429.087,5172538.971,-185,25,277.6960517,277
2695,40,100,1526439.087,5172538.971,-175,25,278.1301024,278
2696,40,100,1526449.087,5172538.971,-165,25,278.6156482,278
2697,40,100,1526459.087,5172538.971,-155,25,279.162347,279
2698,40,100,1526469.087,5172538.971,-145,25,279.782407,279
2699,40,100,1526479.087,5172538.971,-135,25,280.491477,280
2700,40,100,1526489.087,5172538.971,-125,25,281.3099325,281
2701,40,100,1526499.087,5172538.971,-115,25,282.2647737,282
2702,40,100,1526509.087,5172538.971,-105,25,283.3924978,283
2703,40,100,1526519.087,5172538.971,-95,25,284.7435628,284
2704,40,100,1526529.087,5172538.971,-85,25,286.3895403,286
2705,40,100,1526539.087,5172538.971,-75,25,288.4349488,288
2706,40,100,1526549.087,5172538.971,-65,25,291.037511,291
2707,40,100,1526559.087,5172538.971,-55,25,294.4439548,294
2708,40,100,1526569.087,5172538.971,-45,25,299.0546041,299
2709,40,100,1526579.087,5172538.971,-35,25,305.5376778,305
2710,40,100,1526589.087,5172538.971,-25,25,315,315
2711,40,100,1526599.087,5172538.971,-15,25,329.0362435,329
2712,40,100,1526609.087,5172538.971,-5,25,348.6900675,348
2713,40,100,1526619.087,5172538.971,5,25,11.30993247,11
2714,40,100,1526629.087,5172538.971,15,25,30.96375653,30
2715,40,100,1526639.087,5172538.971,25,25,45,45
2716,40,100,1526649.087,5172538.971,35,25,54.46232221,54
2717,40,100,1526659.087,5172538.971,45,25,60.9453959,60
2718,40,100,1526669.087,5172538.971,55,25,65.55604522,65
2719,40,100,1526679.087,5172538.971,65,25,68.96248897,68
2720,40,100,1526689.087,5172538.971,75,25,71.56505118,71
2721,40,100,1526699.087,5172538.971,85,25,73.61045967,73
2722,40,100,1526709.087,5172538.971,95,25,75.25643716,75
2723,40,100,1526719.087,5172538.971,105,25,76.60750225,76
2724,40,100,1526729.087,5172538.971,115,25,77.73522627,77
2725,40,100,1526739.087,5172538.971,125,25,78.69006753,78
2726,40,100,1526749.087,5172538.971,135,25,79.50852299,79
2727,40,100,1526759.087,5172538.971,145,25,80.21759297,80
2728,40,100,1526769.087,5172538.971,155,25,80.83765295,80
2729,40,100,1526779.087,5172538.971,165,25,81.38435182,81
2730,40,100,1526789.087,5172538.971,175,25,81.86989765,81
2731,40,100,1526799.087,5172538.971,185,25,82.30394828,82
2732,40,100,1526809.087,5172538.971,195,25,82.69424047,82
2733,40,100,1526819.087,5172538.971,205,25,83.04704253,83
2734,40,100,1526829.087,5172538.971,215,25,83.36748538,83
2735,40,100,1526839.087,5172538.971,225,25,83.65980825,83
2736,40,100,1526849.087,5172538.971,235,25,83.92754359,83
2737,40,100,1526859.087,5172538.971,245,25,84.17365797,84
2738,40,100,1526869.087,5172538.971,255,25,84.40066066,84
2739,40,100,1526879.087,5172538.971,265,25,84.61068824,84
2740,40,100,1526889.087,5172538.971,275,25,84.80557109,84
2741,40,100,1526899.087,5172538.971,285,25,84.98688624,84
2742,40,100,1526909.087,5172538.971,295,25,85.15599962,85
2743,40,100,1526919.087,5172538.971,305,25,85.31410016,85
2744,40,100,1526929.087,5172538.971,315,25,85.46222749,85
2745,40,100,1526939.087,5172538.971,325,25,85.60129465,85
2746,40,100,1526949.087,5172538.971,335,25,85.7321067,85
2747,40,100,1526959.087,5172538.971,345,25,85.85537626,85
2748,40,100,1526969.087,5172538.971,355,25,85.97173633,85
2749,40,100,1526979.087,5172538.971,365,25,86.08175114,86
2750,40,100,1526989.087,5172538.971,375,25,86.18592517,86
2751,40,100,1526999.087,5172538.971,385,25,86.28471089,86
2752,40,100,1527009.087,5172538.971,395,25,86.3785153,86
2753,40,100,1526219.087,5172548.971,-395,35,275.0636169,275
2754,40,100,1526229.087,5172548.971,-385,35,275.1944289,275
2755,40,100,1526239.087,5172548.971,-375,35,275.3321589,275
2756,40,100,1526249.087,5172548.971,-365,35,275.4773687,275
2757,40,100,1526259.087,5172548.971,-355,35,275.6306828,275
2758,40,100,1526269.087,5172548.971,-345,35,275.7927965,275
2759,40,100,1526279.087,5172548.971,-335,35,275.9644871,275
2760,40,100,1526289.087,5172548.971,-325,35,276.1466257,276
2761,40,100,1526299.087,5172548.971,-315,35,276.3401917,276
2762,40,100,1526309.087,5172548.971,-305,35,276.5462908,276
2763,40,100,1526319.087,5172548.971,-295,35,276.7661748,276
2764,40,100,1526329.087,5172548.971,-285,35,277.0012676,277
2765,40,100,1526339.087,5172548.971,-275,35,277.2531946,277
2766,40,100,1526349.087,5172548.971,-265,35,277.5238204,277
2767,40,100,1526359.087,5172548.971,-255,35,277.8152935,277
2768,40,100,1526369.087,5172548.971,-245,35,278.1301024,278
2769,40,100,1526379.087,5172548.971,-235,35,278.4711446,278
2770,40,100,1526389.087,5172548.971,-225,35,278.8418146,278
2771,40,100,1526399.087,5172548.971,-215,35,279.2461127,279
2772,40,100,1526409.087,5172548.971,-205,35,279.6887866,279
2773,40,100,1526419.087,5172548.971,-195,35,280.1755108,280
2774,40,100,1526429.087,5172548.971,-185,35,280.713123,280
2775,40,100,1526439.087,5172548.971,-175,35,281.3099325,281
2776,40,100,1526449.087,5172548.971,-165,35,281.9761324,281
2777,40,100,1526459.087,5172548.971,-155,35,282.7243557,282
2778,40,100,1526469.087,5172548.971,-145,35,283.5704344,283
2779,40,100,1526479.087,5172548.971,-135,35,284.5344551,284
2780,40,100,1526489.087,5172548.971,-125,35,285.6422465,285
2781,40,100,1526499.087,5172548.971,-115,35,286.9275131,286
2782,40,100,1526509.087,5172548.971,-105,35,288.4349488,288
2783,40,100,1526519.087,5172548.971,-95,35,290.2248594,290
2784,40,100,1526529.087,5172548.971,-85,35,292.3801351,292
2785,40,100,1526539.087,5172548.971,-75,35,295.0168935,295
2786,40,100,1526549.087,5172548.971,-65,35,298.3007558,298
2787,40,100,1526559.087,5172548.971,-55,35,302.4711923,302
2788,40,100,1526569.087,5172548.971,-45,35,307.8749837,307
2789,40,100,1526579.087,5172548.971,-35,35,315,315
2790,40,100,1526589.087,5172548.971,-25,35,324.4623222,324
2791,40,100,1526599.087,5172548.971,-15,35,336.8014095,336
2792,40,100,1526609.087,5172548.971,-5,35,351.8698976,351
2793,40,100,1526619.087,5172548.971,5,35,8.130102354,8
2794,40,100,1526629.087,5172548.971,15,35,23.19859051,23
2795,40,100,1526639.087,5172548.971,25,35,35.53767779,35
2796,40,100,1526649.087,5172548.971,35,35,45,45
2797,40,100,1526659.087,5172548.971,45,35,52.12501635,52
2798,40,100,1526669.087,5172548.971,55,35,57.52880771,57
2799,40,100,1526679.087,5172548.971,65,35,61.69924423,61
2800,40,100,1526689.087,5172548.971,75,35,64.98310652,64
2801,40,100,1526699.087,5172548.971,85,35,67.61986495,67
2802,40,100,1526709.087,5172548.971,95,35,69.77514057,69
2803,40,100,1526719.087,5172548.971,105,35,71.56505118,71
2804,40,100,1526729.087,5172548.971,115,35,73.07248694,73
2805,40,100,1526739.087,5172548.971,125,35,74.35775354,74
2806,40,100,1526749.087,5172548.971,135,35,75.46554492,75
2807,40,100,1526759.087,5172548.971,145,35,76.42956561,76
2808,40,100,1526769.087,5172548.971,155,35,77.27564431,77
2809,40,100,1526779.087,5172548.971,165,35,78.02386756,78
2810,40,100,1526789.087,5172548.971,175,35,78.69006753,78
2811,40,100,1526799.087,5172548.971,185,35,79.28687698,79
2812,40,100,1526809.087,5172548.971,195,35,79.82448916,79
2813,40,100,1526819.087,5172548.971,205,35,80.31121344,80
2814,40,100,1526829.087,5172548.971,215,35,80.75388725,80
2815,40,100,1526839.087,5172548.971,225,35,81.15818544,81
2816,40,100,1526849.087,5172548.971,235,35,81.52885537,81
2817,40,100,1526859.087,5172548.971,245,35,81.86989765,81
2818,40,100,1526869.087,5172548.971,255,35,82.18470645,82
2819,40,100,1526879.087,5172548.971,265,35,82.47617956,82
2820,40,100,1526889.087,5172548.971,275,35,82.74680539,82
2821,40,100,1526899.087,5172548.971,285,35,82.99873244,82
2822,40,100,1526909.087,5172548.971,295,35,83.23382518,83
2823,40,100,1526919.087,5172548.971,305,35,83.45370922,83
2824,40,100,1526929.087,5172548.971,315,35,83.65980825,83
2825,40,100,1526939.087,5172548.971,325,35,83.85337434,83
2826,40,100,1526949.087,5172548.971,335,35,84.0355129,84
2827,40,100,1526959.087,5172548.971,345,35,84.2072035,84
2828,40,100,1526969.087,5172548.971,355,35,84.36931724,84
2829,40,100,1526979.087,5172548.971,365,35,84.52263127,84
2830,40,100,1526989.087,5172548.971,375,35,84.66784112,84
2831,40,100,1526999.087,5172548.971,385,35,84.80557109,84
2832,40,100,1527009.087,5172548.971,395,35,84.93638315,84
2833,40,100,1526219.087,5172558.971,-395,45,276.4993463,276
2834,40,100,1526229.087,5172558.971,-385,45,276.6666599,276
2835,40,100,1526239.087,5172558.971,-375,45,276.8427734,276
2836,40,100,1526249.087,5172558.971,-365,45,277.0283962,277
2837,40,100,1526259.087,5172558.971,-355,45,277.2243157,277
2838,40,100,1526269.087,5172558.971,-345,45,277.431408,277
2839,40,100,1526279.087,5172558.971,-335,45,277.650651,277
2840,40,100,1526289.087,5172558.971,-325,45,277.8831393,277
2841,40,100,1526299.087,5172558.971,-315,45,278.1301024,278
2842,40,100,1526309.087,5172558.971,-305,45,278.3929252,278
2843,40,100,1526319.087,5172558.971,-295,45,278.673174,278
2844,40,100,1526329.087,5172558.971,-285,45,278.9726266,278
2845,40,100,1526339.087,5172558.971,-275,45,279.2933086,279
2846,40,100,1526349.087,5172558.971,-265,45,279.6375381,279
2847,40,100,1526359.087,5172558.971,-255,45,280.0079798,280
2848,40,100,1526369.087,5172558.971,-245,45,280.4077113,280
2849,40,100,1526379.087,5172558.971,-235,45,280.8403055,280
2850,40,100,1526389.087,5172558.971,-225,45,281.3099325,281
2851,40,100,1526399.087,5172558.971,-215,45,281.8214883,281
2852,40,100,1526409.087,5172558.971,-205,45,282.3807569,282
2853,40,100,1526419.087,5172558.971,-195,45,282.9946168,282
2854,40,100,1526429.087,5172558.971,-185,45,283.6713071,283
2855,40,100,1526439.087,5172558.971,-175,45,284.4207731,284
2856,40,100,1526449.087,5172558.971,-165,45,285.2551187,285
2857,40,100,1526459.087,5172558.971,-155,45,286.1892063,286
2858,40,100,1526469.087,5172558.971,-145,45,287.2414594,287
2859,40,100,1526479.087,5172558.971,-135,45,288.4349488,288
2860,40,100,1526489.087,5172558.971,-125,45,289.7988764,289
2861,40,100,1526499.087,5172558.971,-115,45,291.3706223,291
2862,40,100,1526509.087,5172558.971,-105,45,293.1985905,293
2863,40,100,1526519.087,5172558.971,-95,45,295.3461759,295
2864,40,100,1526529.087,5172558.971,-85,45,297.897271,297
2865,40,100,1526539.087,5172558.971,-75,45,300.9637565,300
2866,40,100,1526549.087,5172558.971,-65,45,304.6951535,304
2867,40,100,1526559.087,5172558.971,-55,45,309.2894069,309
2868,40,100,1526569.087,5172558.971,-45,45,315,315
2869,40,100,1526579.087,5172558.971,-35,45,322.1250163,322
2870,40,100,1526589.087,5172558.971,-25,45,330.9453959,330
2871,40,100,1526599.087,5172558.971,-15,45,341.5650512,341
2872,40,100,1526609.087,5172558.971,-5,45,353.6598083,353
2873,40,100,1526619.087,5172558.971,5,45,6.340191746,6
2874,40,100,1526629.087,5172558.971,15,45,18.43494882,18
2875,40,100,1526639.087,5172558.971,25,45,29.0546041,29
2876,40,100,1526649.087,5172558.971,35,45,37.87498365,37
2877,40,100,1526659.087,5172558.971,45,45,45,45
2878,40,100,1526669.087,5172558.971,55,45,50.71059314,50
2879,40,100,1526679.087,5172558.971,65,45,55.30484647,55
2880,40,100,1526689.087,5172558.971,75,45,59.03624347,59
2881,40,100,1526699.087,5172558.971,85,45,62.10272897,62
2882,40,100,1526709.087,5172558.971,95,45,64.65382406,64
2883,40,100,1526719.087,5172558.971,105,45,66.80140949,66
2884,40,100,1526729.087,5172558.971,115,45,68.62937773,68
2885,40,100,1526739.087,5172558.971,125,45,70.20112365,70
2886,40,100,1526749.087,5172558.971,135,45,71.56505118,71
2887,40,100,1526759.087,5172558.971,145,45,72.7585406,72
2888,40,100,1526769.087,5172558.971,155,45,73.81079374,73
2889,40,100,1526779.087,5172558.971,165,45,74.7448813,74
2890,40,100,1526789.087,5172558.971,175,45,75.57922687,75
2891,40,100,1526799.087,5172558.971,185,45,76.32869287,76
2892,40,100,1526809.087,5172558.971,195,45,77.00538321,77
2893,40,100,1526819.087,5172558.971,205,45,77.61924307,77
2894,40,100,1526829.087,5172558.971,215,45,78.17851166,78
2895,40,100,1526839.087,5172558.971,225,45,78.69006753,78
2896,40,100,1526849.087,5172558.971,235,45,79.15969455,79
2897,40,100,1526859.087,5172558.971,245,45,79.59228869,79
2898,40,100,1526869.087,5172558.971,255,45,79.9920202,79
2899,40,100,1526879.087,5172558.971,265,45,80.36246189,80
2900,40,100,1526889.087,5172558.971,275,45,80.7066914,80
2901,40,100,1526899.087,5172558.971,285,45,81.02737339,81
2902,40,100,1526909.087,5172558.971,295,45,81.32682595,81
2903,40,100,1526919.087,5172558.971,305,45,81.60707481,81
2904,40,100,1526929.087,5172558.971,315,45,81.86989765,81
2905,40,100,1526939.087,5172558.971,325,45,82.11686068,82
2906,40,100,1526949.087,5172558.971,335,45,82.34934904,82
2907,40,100,1526959.087,5172558.971,345,45,82.56859203,82
2908,40,100,1526969.087,5172558.971,355,45,82.77568431,82
2909,40,100,1526979.087,5172558.971,365,45,82.97160376,82
2910,40,100,1526989.087,5172558.971,375,45,83.15722659,83
2911,40,100,1526999.087,5172558.971,385,45,83.33334011,83
2912,40,100,1527009.087,5172558.971,395,45,83.50065372,83
2913,40,100,1526219.087,5172568.971,-395,55,277.9269267,277
2914,40,100,1526229.087,5172568.971,-385,55,278.1301024,278
2915,40,100,1526239.087,5172568.971,-375,55,278.3438916,278
2916,40,100,1526249.087,5172568.971,-365,55,278.5691419,278
2917,40,100,1526259.087,5172568.971,-355,55,278.8067927,278
2918,40,100,1526269.087,5172568.971,-345,55,279.0578881,279
2919,40,100,1526279.087,5172568.971,-335,55,279.3235918,279
2920,40,100,1526289.087,5172568.971,-325,55,279.6052042,279
2921,40,100,1526299.087,5172568.971,-315,55,279.9041832,279
2922,40,100,1526309.087,5172568.971,-305,55,280.2221686,280
2923,40,100,1526319.087,5172568.971,-295,55,280.5610107,280
2924,40,100,1526329.087,5172568.971,-285,55,280.9228047,280
2925,40,100,1526339.087,5172568.971,-275,55,281.3099325,281
2926,40,100,1526349.087,5172568.971,-265,55,281.725112,281
2927,40,100,1526359.087,5172568.971,-255,55,282.1714582,282
2928,40,100,1526369.087,5172568.971,-245,55,282.6525565,282
2929,40,100,1526379.087,5172568.971,-235,55,283.1725534,283
2930,40,100,1526389.087,5172568.971,-225,55,283.7362683,283
2931,40,100,1526399.087,5172568.971,-215,55,284.349332,284
2932,40,100,1526409.087,5172568.971,-205,55,285.0183606,285
2933,40,100,1526419.087,5172568.971,-195,55,285.7511737,285
2934,40,100,1526429.087,5172568.971,-185,55,286.5570714,286
2935,40,100,1526439.087,5172568.971,-175,55,287.4471884,287
2936,40,100,1526449.087,5172568.971,-165,55,288.4349488,288
2937,40,100,1526459.087,5172568.971,-155,55,289.5366549,289
2938,40,100,1526469.087,5172568.971,-145,55,290.7722547,290
2939,40,100,1526479.087,5172568.971,-135,55,292.1663458,292
2940,40,100,1526489.087,5172568.971,-125,55,293.7494945,293
2941,40,100,1526499.087,5172568.971,-115,55,295.5599652,295
2942,40,100,1526509.087,5172568.971,-105,55,297.6459754,297
2943,40,100,1526519.087,5172568.971,-95,55,300.0685828,300
2944,40,100,1526529.087,5172568.971,-85,55,302.9052429,302
2945,40,100,1526539.087,5172568.971,-75,55,306.2538377,306
2946,40,100,1526549.087,5172568.971,-65,55,310.2363583,310
2947,40,100,1526559.087,5172568.971,-55,55,315,315
2948,40,100,1526569.087,5172568.971,-45,55,320.7105931,320
2949,40,100,1526579.087,5172568.971,-35,55,327.5288077,327
2950,40,100,1526589.087,5172568.971,-25,55,335.5560452,335
2951,40,100,1526599.087,5172568.971,-15,55,344.7448813,344
2952,40,100,1526609.087,5172568.971,-5,55,354.8055711,354
2953,40,100,1526619.087,5172568.971,5,55,5.194428907,5
2954,40,100,1526629.087,5172568.971,15,55,15.2551187,15
2955,40,100,1526639.087,5172568.971,25,55,24.44395478,24
2956,40,100,1526649.087,5172568.971,35,55,32.47119229,32
2957,40,100,1526659.087,5172568.971,45,55,39.28940686,39
2958,40,100,1526669.087,5172568.971,55,55,45,45
2959,40,100,1526679.087,5172568.971,65,55,49.76364169,49
2960,40,100,1526689.087,5172568.971,75,55,53.74616226,53
2961,40,100,1526699.087,5172568.971,85,55,57.09475708,57
2962,40,100,1526709.087,5172568.971,95,55,59.93141718,59
2963,40,100,1526719.087,5172568.971,105,55,62.35402464,62
2964,40,100,1526729.087,5172568.971,115,55,64.44003483,64
2965,40,100,1526739.087,5172568.971,125,55,66.25050551,66
2966,40,100,1526749.087,5172568.971,135,55,67.83365418,67
2967,40,100,1526759.087,5172568.971,145,55,69.22774532,69
2968,40,100,1526769.087,5172568.971,155,55,70.46334506,70
2969,40,100,1526779.087,5172568.971,165,55,71.56505118,71
2970,40,100,1526789.087,5172568.971,175,55,72.55281158,72
2971,40,100,1526799.087,5172568.971,185,55,73.44292862,73
2972,40,100,1526809.087,5172568.971,195,55,74.24882634,74
2973,40,100,1526819.087,5172568.971,205,55,74.98163937,74
2974,40,100,1526829.087,5172568.971,215,55,75.65066796,75
2975,40,100,1526839.087,5172568.971,225,55,76.26373169,76
2976,40,100,1526849.087,5172568.971,235,55,76.82744658,76
2977,40,100,1526859.087,5172568.971,245,55,77.3474435,77
2978,40,100,1526869.087,5172568.971,255,55,77.82854179,77
2979,40,100,1526879.087,5172568.971,265,55,78.27488798,78
2980,40,100,1526889.087,5172568.971,275,55,78.69006753,78
2981,40,100,1526899.087,5172568.971,285,55,79.07719528,79
2982,40,100,1526909.087,5172568.971,295,55,79.43898931,79
2983,40,100,1526919.087,5172568.971,305,55,79.77783137,79
2984,40,100,1526929.087,5172568.971,315,55,80.09581679,80
2985,40,100,1526939.087,5172568.971,325,55,80.39479584,80
2986,40,100,1526949.087,5172568.971,335,55,80.67640822,80
2987,40,100,1526959.087,5172568.971,345,55,80.94211187,80
2988,40,100,1526969.087,5172568.971,355,55,81.19320731,81
2989,40,100,1526979.087,5172568.971,365,55,81.43085812,81
2990,40,100,1526989.087,5172568.971,375,55,81.65610842,81
2991,40,100,1526999.087,5172568.971,385,55,81.86989765,81
2992,40,100,1527009.087,5172568.971,395,55,82.07307332,82
2993,40,100,1526229.087,5172578.971,-385,65,279.5829447,279
2994,40,100,1526239.087,5172578.971,-375,65,279.833564,279
2995,40,100,1526249.087,5172578.971,-365,65,280.0975044,280
2996,40,100,1526259.087,5172578.971,-355,65,280.3758449,280
2997,40,100,1526269.087,5172578.971,-345,65,280.6697828,280
2998,40,100,1526279.087,5172578.971,-335,65,280.98065,280
2999,40,100,1526289.087,5172578.971,-325,65,281.3099325,281
3000,40,100,1526299.087,5172578.971,-315,65,281.6592927,281
3001,40,100,1526309.087,5172578.971,-305,65,282.0305961,282
3002,40,100,1526319.087,5172578.971,-295,65,282.4259429,282
3003,40,100,1526329.087,5172578.971,-285,65,282.8477049,282
3004,40,100,1526339.087,5172578.971,-275,65,283.2985703,283
3005,40,100,1526349.087,5172578.971,-265,65,283.7815972,283
3006,40,100,1526359.087,5172578.971,-255,65,284.3002774,284
3007,40,100,1526369.087,5172578.971,-245,65,284.8586144,284
3008,40,100,1526379.087,5172578.971,-235,65,285.4612177,285
3009,40,100,1526389.087,5172578.971,-225,65,286.1134182,286
3010,40,100,1526399.087,5172578.971,-215,65,286.8214099,286
3011,40,100,1526409.087,5172578.971,-205,65,287.5924246,287
3012,40,100,1526419.087,5172578.971,-195,65,288.4349488,288
3013,40,100,1526429.087,5172578.971,-185,65,289.3589942,289
3014,40,100,1526439.087,5172578.971,-175,65,290.3764352,290
3015,40,100,1526449.087,5172578.971,-165,65,291.5014343,291
3016,40,100,1526459.087,5172578.971,-155,65,292.7509763,292
3017,40,100,1526469.087,5172578.971,-145,65,294.145542,294
3018,40,100,1526479.087,5172578.971,-135,65,295.7099538,295
3019,40,100,1526489.087,5172578.971,-125,65,297.4744316,297
3020,40,100,1526499.087,5172578.971,-115,65,299.475889,299
3021,40,100,1526509.087,5172578.971,-105,65,301.7594801,301
3022,40,100,1526519.087,5172578.971,-95,65,304.3803447,304
3023,40,100,1526529.087,5172578.971,-85,65,307.4053566,307
3024,40,100,1526539.087,5172578.971,-75,65,310.9143832,310
3025,40,100,1526549.087,5172578.971,-65,65,315,315
3026,40,100,1526559.087,5172578.971,-55,65,319.7636417,319
3027,40,100,1526569.087,5172578.971,-45,65,325.3048465,325
3028,40,100,1526579.087,5172578.971,-35,65,331.6992442,331
3029,40,100,1526589.087,5172578.971,-25,65,338.962489,338
3030,40,100,1526599.087,5172578.971,-15,65,347.0053832,347
3031,40,100,1526609.087,5172578.971,-5,65,355.6012946,355
3032,40,100,1526619.087,5172578.971,5,65,4.398705355,4
3033,40,100,1526629.087,5172578.971,15,65,12.99461679,12
3034,40,100,1526639.087,5172578.971,25,65,21.03751103,21
3035,40,100,1526649.087,5172578.971,35,65,28.30075577,28
3036,40,100,1526659.087,5172578.971,45,65,34.69515353,34
3037,40,100,1526669.087,5172578.971,55,65,40.23635831,40
3038,40,100,1526679.087,5172578.971,65,65,45,45
3039,40,100,1526689.087,5172578.971,75,65,49.08561678,49
3040,40,100,1526699.087,5172578.971,85,65,52.59464337,52
3041,40,100,1526709.087,5172578.971,95,65,55.61965528,55
3042,40,100,1526719.087,5172578.971,105,65,58.24051992,58
3043,40,100,1526729.087,5172578.971,115,65,60.524111,60
3044,40,100,1526739.087,5172578.971,125,65,62.52556837,62
3045,40,100,1526749.087,5172578.971,135,65,64.29004622,64
3046,40,100,1526759.087,5172578.971,145,65,65.85445804,65
3047,40,100,1526769.087,5172578.971,155,65,67.24902366,67
3048,40,100,1526779.087,5172578.971,165,65,68.49856568,68
3049,40,100,1526789.087,5172578.971,175,65,69.62356479,69
3050,40,100,1526799.087,5172578.971,185,65,70.64100582,70
3051,40,100,1526809.087,5172578.971,195,65,71.56505118,71
3052,40,100,1526819.087,5172578.971,205,65,72.40757544,72
3053,40,100,1526829.087,5172578.971,215,65,73.17859011,73
3054,40,100,1526839.087,5172578.971,225,65,73.88658177,73
3055,40,100,1526849.087,5172578.971,235,65,74.53878226,74
3056,40,100,1526859.087,5172578.971,245,65,75.14138555,75
3057,40,100,1526869.087,5172578.971,255,65,75.69972255,75
3058,40,100,1526879.087,5172578.971,265,65,76.21840276,76
3059,40,100,1526889.087,5172578.971,275,65,76.70142967,76
3060,40,100,1526899.087,5172578.971,285,65,77.15229514,77
3061,40,100,1526909.087,5172578.971,295,65,77.57405713,77
3062,40,100,1526919.087,5172578.971,305,65,77.9694039,77
3063,40,100,1526929.087,5172578.971,315,65,78.34070735,78
3064,40,100,1526939.087,5172578.971,325,65,78.69006753,78
3065,40,100,1526949.087,5172578.971,335,65,79.01934999,79
3066,40,100,1526959.087,5172578.971,345,65,79.3302172,79
3067,40,100,1526969.087,5172578.971,355,65,79.62415508,79
3068,40,100,1526979.087,5172578.971,365,65,79.90249562,79
3069,40,100,1526989.087,5172578.971,375,65,80.16643604,80
3070,40,100,1526999.087,5172578.971,385,65,80.41705528,80
3071,40,100,1526229.087,5172588.971,-385,75,281.023456,281
3072,40,100,1526239.087,5172588.971,-375,75,281.3099325,281
3073,40,100,1526249.087,5172588.971,-365,75,281.6114864,281
3074,40,100,1526259.087,5172588.971,-355,75,281.9293222,281
3075,40,100,1526269.087,5172588.971,-345,75,282.2647737,282
3076,40,100,1526279.087,5172588.971,-335,75,282.6193223,282
3077,40,100,1526289.087,5172588.971,-325,75,282.9946168,282
