OBJECTID,Shape_Length,Shape_Area,centroid_x,centroid_y,dx,dy,bearing_deg,ds_id
1,40,100,1526559.087,5172118.971,-55,-395,187.9269267,187
2,40,100,1526569.087,5172118.971,-45,-395,186.4993463,186
3,40,100,1526579.087,5172118.971,-35,-395,185.0636169,185
4,40,100,1526589.087,5172118.971,-25,-395,183.6214847,183
5,40,100,1526599.087,5172118.971,-15,-395,182.1747441,182
6,40,100,1526609.087,5172118.971,-5,-395,180.7252243,180
7,40,100,1526619.087,5172118.971,5,-395,179.2747757,179
8,40,100,1526629.087,5172118.971,15,-395,177.8252559,177
9,40,100,1526639.087,5172118.971,25,-395,176.3785153,176
10,40,100,1526649.087,5172118.971,35,-395,174.9363831,174
11,40,100,1526659.087,5172118.971,45,-395,173.5006537,173
12,40,100,1526669.087,5172118.971,55,-395,172.0730733,172
13,40,100,1526509.087,5172128.971,-105,-385,195.2551187,195
14,40,100,1526519.087,5172128.971,-95,-385,193.8610276,193
15,40,100,1526529.087,5172128.971,-85,-385,192.4499965,192
16,40,100,1526539.087,5172128.971,-75,-385,191.023456,191
17,40,100,1526549.087,5172128.971,-65,-385,189.5829447,189
18,40,100,1526559.087,5172128.971,-55,-385,188.1301024,188
19,40,100,1526569.087,5172128.971,-45,-385,186.6666599,186
20,40,100,1526579.087,5172128.971,-35,-385,185.1944289,185
21,40,100,1526589.087,5172128.971,-25,-385,183.7152891,183
22,40,100,1526599.087,5172128.971,-15,-385,182.2311746,182
23,40,100,1526609.087,5172128.971,-5,-385,180.7440592,180
24,40,100,1526619.087,5172128.971,5,-385,179.2559408,179
25,40,100,1526629.087,5172128.971,15,-385,177.7688254,177
26,40,100,1526639.087,5172128.971,25,-385,176.2847109,176
27,40,100,1526649.087,5172128.971,35,-385,174.8055711,174
28,40,100,1526659.087,5172128.971,45,-385,173.3333401,173
29,40,100,1526669.087,5172128.971,55,-385,171.8698976,171
30,40,100,1526679.087,5172128.971,65,-385,170.4170553,170
31,40,100,1526689.087,5172128.971,75,-385,168.976544,168
32,40,100,1526699.087,5172128.971,85,-385,167.5500035,167
33,40,100,1526709.087,5172128.971,95,-385,166.1389724,166
34,40,100,1526719.087,5172128.971,105,-385,164.7448813,164
35,40,100,1526479.087,5172138.971,-135,-375,199.7988764,199
36,40,100,1526489.087,5172138.971,-125,-375,198.4349488,198
37,40,100,1526499.087,5172138.971,-115,-375,197.049031,197
38,40,100,1526509.087,5172138.971,-105,-375,195.6422465,195
39,40,100,1526519.087,5172138.971,-95,-375,194.2158535,194
40,40,100,1526529.087,5172138.971,-85,-375,192.7712426,192
41,40,100,1526539.087,5172138.971,-75,-375,191.3099325,191
42,40,100,1526549.087,5172138.971,-65,-375,189.833564,189
43,40,100,1526559.087,5172138.971,-55,-375,188.3438916,188
44,40,100,1526569.087,5172138.971,-45,-375,186.8427734,186
45,40,100,1526579.087,5172138.971,-35,-375,185.3321589,185
46,40,100,1526589.087,5172138.971,-25,-375,183.8140748,183
47,40,100,1526599.087,5172138.971,-15,-375,182.29061,182
48,40,100,1526609.087,5172138.971,-5,-375,180.7638985,180
49,40,100,1526619.087,5172138.971,5,-375,179.2361015,179
50,40,100,1526629.087,5172138.971,15,-375,177.70939,177
51,40,100,1526639.087,5172138.971,25,-375,176.1859252,176
52,40,100,1526649.087,5172138.971,35,-375,174.6678411,174
53,40,100,1526659.087,5172138.971,45,-375,173.1572266,173
54,40,100,1526669.087,5172138.971,55,-375,171.6561084,171
55,40,100,1526679.087,5172138.971,65,-375,170.166436,170
56,40,100,1526689.087,5172138.971,75,-375,168.6900675,168
57,40,100,1526699.087,5172138.971,85,-375,167.2287574,167
58,40,100,1526709.087,5172138.971,95,-375,165.7841465,165
59,40,100,1526719.087,5172138.971,105,-375,164.3577535,164
60,40,100,1526729.087,5172138.971,115,-375,162.950969,162
61,40,100,1526739.087,5172138.971,125,-375,161.5650512,161
62,40,100,1526749.087,5172138.971,135,-375,160.2011236,160
63,40,100,1526459.087,5172148.971,-155,-365,203.0088701,203
64,40,100,1526469.087,5172148.971,-145,-365,201.6659587,201
65,40,100,1526479.087,5172148.971,-135,-365,200.2975698,200
66,40,100,1526489.087,5172148.971,-125,-365,198.9045758,198
67,40,100,1526499.087,5172148.971,-115,-365,197.4879974,197
68,40,100,1526509.087,5172148.971,-105,-365,196.0490048,196
69,40,100,1526519.087,5172148.971,-95,-365,194.5889187,194
70,40,100,1526529.087,5172148.971,-85,-365,193.1092082,193
71,40,100,1526539.087,5172148.971,-75,-365,191.6114864,191
72,40,100,1526549.087,5172148.971,-65,-365,190.0975044,190
73,40,100,1526559.087,5172148.971,-55,-365,188.5691419,188
74,40,100,1526569.087,5172148.971,-45,-365,187.0283962,187
75,40,100,1526579.087,5172148.971,-35,-365,185.4773687,185
76,40,100,1526589.087,5172148.971,-25,-365,183.9182489,183
77,40,100,1526599.087,5172148.971,-15,-365,182.3532969,182
78,40,100,1526609.087,5172148.971,-5,-365,180.7848246,180
79,40,100,1526619.087,5172148.971,5,-365,179.2151754,179
80,40,100,1526629.087,5172148.971,15,-365,177.6467031,177
81,40,100,1526639.087,5172148.971,25,-365,176.0817511,176
82,40,100,1526649.087,5172148.971,35,-365,174.5226313,174
83,40,100,1526659.087,5172148.971,45,-365,172.9716038,172
84,40,100,1526669.087,5172148.971,55,-365,171.4308581,171
85,40,100,1526679.087,5172148.971,65,-365,169.9024956,169
86,40,100,1526689.087,5172148.971,75,-365,168.3885136,168
87,40,100,1526699.087,5172148.971,85,-365,166.8907918,166
88,40,100,1526709.087,5172148.971,95,-365,165.4110813,165
89,40,100,1526719.087,5172148.971,105,-365,163.9509952,163
90,40,100,1526729.087,5172148.971,115,-365,162.5120026,162
91,40,100,1526739.087,5172148.971,125,-365,161.0954242,161
92,40,100,1526749.087,5172148.971,135,-365,159.7024302,159
93,40,100,1526759.087,5172148.971,145,-365,158.3340413,158
94,40,100,1526769.087,5172148.971,155,-365,156.9911299,156
95,40,100,1526439.087,5172158.971,-175,-355,206.2413497,206
96,40,100,1526449.087,5172158.971,-165,-355,204.9284741,204
97,40,100,1526459.087,5172158.971,-155,-355,203.5870305,203
98,40,100,1526469.087,5172158.971,-145,-355,202.2175943,202
99,40,100,1526479.087,5172158.971,-135,-355,200.8208929,200
100,40,100,1526489.087,5172158.971,-125,-355,199.3978124,199
101,40,100,1526499.087,5172158.971,-115,-355,197.949403,197
102,40,100,1526509.087,5172158.971,-105,-355,196.4768814,196
103,40,100,1526519.087,5172158.971,-95,-355,194.9816326,194
104,40,100,1526529.087,5172158.971,-85,-355,193.4652081,193
105,40,100,1526539.087,5172158.971,-75,-355,191.9293222,191
106,40,100,1526549.087,5172158.971,-65,-355,190.3758449,190
107,40,100,1526559.087,5172158.971,-55,-355,188.8067927,188
108,40,100,1526569.087,5172158.971,-45,-355,187.2243157,187
109,40,100,1526579.087,5172158.971,-35,-355,185.6306828,185
110,40,100,1526589.087,5172158.971,-25,-355,184.0282637,184
111,40,100,1526599.087,5172158.971,-15,-355,182.4195092,182
112,40,100,1526609.087,5172158.971,-5,-355,180.8069295,180
113,40,100,1526619.087,5172158.971,5,-355,179.1930705,179
114,40,100,1526629.087,5172158.971,15,-355,177.5804908,177
115,40,100,1526639.087,5172158.971,25,-355,175.9717363,175
116,40,100,1526649.087,5172158.971,35,-355,174.3693172,174
117,40,100,1526659.087,5172158.971,45,-355,172.7756843,172
118,40,100,1526669.087,5172158.971,55,-355,171.1932073,171
119,40,100,1526679.087,5172158.971,65,-355,169.6241551,169
120,40,100,1526689.087,5172158.971,75,-355,168.0706778,168
121,40,100,1526699.087,5172158.971,85,-355,166.5347919,166
122,40,100,1526709.087,5172158.971,95,-355,165.0183674,165
123,40,100,1526719.087,5172158.971,105,-355,163.5231186,163
124,40,100,1526729.087,5172158.971,115,-355,162.050597,162
125,40,100,1526739.087,5172158.971,125,-355,160.6021876,160
126,40,100,1526749.087,5172158.971,135,-355,159.1791071,159
127,40,100,1526759.087,5172158.971,145,-355,157.7824057,157
128,40,100,1526769.087,5172158.971,155,-355,156.4129695,156
129,40,100,1526779.087,5172158.971,165,-355,155.0715259,155
130,40,100,1526789.087,5172158.971,175,-355,153.7586503,153
131,40,100,1526419.087,5172168.971,-195,-345,209.475889,209
132,40,100,1526429.087,5172168.971,-185,-345,208.2016282,208
133,40,100,1526439.087,5172168.971,-175,-345,206.896237,206
134,40,100,1526449.087,5172168.971,-165,-345,205.5599652,205
135,40,100,1526459.087,5172168.971,-155,-345,204.193209,204
136,40,100,1526469.087,5172168.971,-145,-345,202.7965215,202
137,40,100,1526479.087,5172168.971,-135,-345,201.3706223,201
138,40,100,1526489.087,5172168.971,-125,-345,199.916406,199
139,40,100,1526499.087,5172168.971,-115,-345,198.4349488,198
140,40,100,1526509.087,5172168.971,-105,-345,196.9275131,196
141,40,100,1526519.087,5172168.971,-95,-345,195.3955493,195
142,40,100,1526529.087,5172168.971,-85,-345,193.8406955,193
143,40,100,1526539.087,5172168.971,-75,-345,192.2647737,192
144,40,100,1526549.087,5172168.971,-65,-345,190.6697828,190
145,40,100,1526559.087,5172168.971,-55,-345,189.0578881,189
146,40,100,1526569.087,5172168.971,-45,-345,187.431408,187
147,40,100,1526579.087,5172168.971,-35,-345,185.7927965,185
148,40,100,1526589.087,5172168.971,-25,-345,184.1446237,184
149,40,100,1526599.087,5172168.971,-15,-345,182.4895529,182
150,40,100,1526609.087,5172168.971,-5,-345,180.8303155,180
151,40,100,1526619.087,5172168.971,5,-345,179.1696845,179
152,40,100,1526629.087,5172168.971,15,-345,177.5104471,177
153,40,100,1526639.087,5172168.971,25,-345,175.8553763,175
154,40,100,1526649.087,5172168.971,35,-345,174.2072035,174
155,40,100,1526659.087,5172168.971,45,-345,172.568592,172
156,40,100,1526669.087,5172168.971,55,-345,170.9421119,170
157,40,100,1526679.087,5172168.971,65,-345,169.3302172,169
158,40,100,1526689.087,5172168.971,75,-345,167.7352263,167
159,40,100,1526699.087,5172168.971,85,-345,166.1593045,166
160,40,100,1526709.087,5172168.971,95,-345,164.6044507,164
161,40,100,1526719.087,5172168.971,105,-345,163.0724869,163
162,40,100,1526729.087,5172168.971,115,-345,161.5650512,161
163,40,100,1526739.087,5172168.971,125,-345,160.083594,160
164,40,100,1526749.087,5172168.971,135,-345,158.6293777,158
165,40,100,1526759.087,5172168.971,145,-345,157.2034785,157
166,40,100,1526769.087,5172168.971,155,-345,155.806791,155
167,40,100,1526779.087,5172168.971,165,-345,154.4400348,154
168,40,100,1526789.087,5172168.971,175,-345,153.103763,153
169,40,100,1526799.087,5172168.971,185,-345,151.7983718,151
170,40,100,1526809.087,5172168.971,195,-345,150.524111,150
171,40,100,1526399.087,5172178.971,-215,-335,212.6919842,212
172,40,100,1526409.087,5172178.971,-205,-335,211.4641436,211
173,40,100,1526419.087,5172178.971,-195,-335,210.2032378,210
174,40,100,1526429.087,5172178.971,-185,-335,208.9091837,208
175,40,100,1526439.087,5172178.971,-175,-335,207.5820292,207
176,40,100,1526449.087,5172178.971,-165,-335,206.2219668,206
177,40,100,1526459.087,5172178.971,-155,-335,204.8293466,204
178,40,100,1526469.087,5172178.971,-145,-335,203.4046896,203
179,40,100,1526479.087,5172178.971,-135,-335,201.9486991,201
180,40,100,1526489.087,5172178.971,-125,-335,200.4622715,200
181,40,100,1526499.087,5172178.971,-115,-335,198.9465047,198
182,40,100,1526509.087,5172178.971,-105,-335,197.4027041,197
183,40,100,1526519.087,5172178.971,-95,-335,195.8323866,195
184,40,100,1526529.087,5172178.971,-85,-335,194.2372805,194
185,40,100,1526539.087,5172178.971,-75,-335,192.6193223,192
186,40,100,1526549.087,5172178.971,-65,-335,190.98065,190
187,40,100,1526559.087,5172178.971,-55,-335,189.3235918,189
188,40,100,1526569.087,5172178.971,-45,-335,187.650651,187
189,40,100,1526579.087,5172178.971,-35,-335,185.9644871,185
190,40,100,1526589.087,5172178.971,-25,-335,184.2678933,184
191,40,100,1526599.087,5172178.971,-15,-335,182.5637702,182
192,40,100,1526609.087,5172178.971,-5,-335,180.8550974,180
193,40,100,1526619.087,5172178.971,5,-335,179.1449026,179
194,40,100,1526629.087,5172178.971,15,-335,177.4362298,177
195,40,100,1526639.087,5172178.971,25,-335,175.7321067,175
196,40,100,1526649.087,5172178.971,35,-335,174.0355129,174
197,40,100,1526659.087,5172178.971,45,-335,172.349349,172
198,40,100,1526669.087,5172178.971,55,-335,170.6764082,170
199,40,100,1526679.087,5172178.971,65,-335,169.01935,169
200,40,100,1526689.087,5172178.971,75,-335,167.3806777,167
201,40,100,1526699.087,5172178.971,85,-335,165.7627195,165
202,40,100,1526709.087,5172178.971,95,-335,164.1676134,164
203,40,100,1526719.087,5172178.971,105,-335,162.5972959,162
204,40,100,1526729.087,5172178.971,115,-335,161.0534953,161
205,40,100,1526739.087,5172178.971,125,-335,159.5377285,159
206,40,100,1526749.087,5172178.971,135,-335,158.0513009,158
207,40,100,1526759.087,5172178.971,145,-335,156.5953104,156
208,40,100,1526769.087,5172178.971,155,-335,155.1706534,155
209,40,100,1526779.087,5172178.971,165,-335,153.7780332,153
210,40,100,1526789.087,5172178.971,175,-335,152.4179708,152
211,40,100,1526799.087,5172178.971,185,-335,151.0908163,151
212,40,100,1526809.087,5172178.971,195,-335,149.7967622,149
213,40,100,1526819.087,5172178.971,205,-335,148.5358564,148
214,40,100,1526829.087,5172178.971,215,-335,147.3080158,147
215,40,100,1526389.087,5172188.971,-225,-325,214.6951535,214
216,40,100,1526399.087,5172188.971,-215,-325,213.4861688,213
217,40,100,1526409.087,5172188.971,-205,-325,212.2424678,212
218,40,100,1526419.087,5172188.971,-195,-325,210.9637565,210
219,40,100,1526429.087,5172188.971,-185,-325,209.6498635,209
220,40,100,1526439.087,5172188.971,-175,-325,208.3007558,208
221,40,100,1526449.087,5172188.971,-165,-325,206.9165546,206
222,40,100,1526459.087,5172188.971,-155,-325,205.4975515,205
223,40,100,1526469.087,5172188.971,-145,-325,204.0442233,204
224,40,100,1526479.087,5172188.971,-135,-325,202.5572466,202
225,40,100,1526489.087,5172188.971,-125,-325,201.037511,201
226,40,100,1526499.087,5172188.971,-115,-325,199.4861296,199
227,40,100,1526509.087,5172188.971,-105,-325,197.9044475,197
228,40,100,1526519.087,5172188.971,-95,-325,196.2940475,196
229,40,100,1526529.087,5172188.971,-85,-325,194.6567511,194
230,40,100,1526539.087,5172188.971,-75,-325,192.9946168,192
231,40,100,1526549.087,5172188.971,-65,-325,191.3099325,191
232,40,100,1526559.087,5172188.971,-55,-325,189.6052042,189
233,40,100,1526569.087,5172188.971,-45,-325,187.8831393,187
234,40,100,1526579.087,5172188.971,-35,-325,186.1466257,186
235,40,100,1526589.087,5172188.971,-25,-325,184.3987054,184
236,40,100,1526599.087,5172188.971,-15,-325,182.6425453,182
237,40,100,1526609.087,5172188.971,-5,-325,180.881404,180
238,40,100,1526619.087,5172188.971,5,-325,179.118596,179
239,40,100,1526629.087,5172188.971,15,-325,177.3574547,177
240,40,100,1526639.087,5172188.971,25,-325,175.6012946,175
241,40,100,1526649.087,5172188.971,35,-325,173.8533743,173
242,40,100,1526659.087,5172188.971,45,-325,172.1168607,172
243,40,100,1526669.087,5172188.971,55,-325,170.3947958,170
244,40,100,1526679.087,5172188.971,65,-325,168.6900675,168
245,40,100,1526689.087,5172188.971,75,-325,167.0053832,167
246,40,100,1526699.087,5172188.971,85,-325,165.3432489,165
247,40,100,1526709.087,5172188.971,95,-325,163.7059525,163
248,40,100,1526719.087,5172188.971,105,-325,162.0955525,162
249,40,100,1526729.087,5172188.971,115,-325,160.5138704,160
250,40,100,1526739.087,5172188.971,125,-325,158.962489,158
251,40,100,1526749.087,5172188.971,135,-325,157.4427534,157
252,40,100,1526759.087,5172188.971,145,-325,155.9557767,155
253,40,100,1526769.087,5172188.971,155,-325,154.5024485,154
254,40,100,1526779.087,5172188.971,165,-325,153.0834454,153
255,40,100,1526789.087,5172188.971,175,-325,151.6992442,151
256,40,100,1526799.087,5172188.971,185,-325,150.3501365,150
257,40,100,1526809.087,5172188.971,195,-325,149.0362435,149
258,40,100,1526819.087,5172188.971,205,-325,147.7575322,147
259,40,100,1526829.087,5172188.971,215,-325,146.5138312,146
260,40,100,1526839.087,5172188.971,225,-325,145.3048465,145
261,40,100,1526369.087,5172198.971,-245,-315,217.8749837,217
262,40,100,1526379.087,5172198.971,-235,-315,216.7241072,216
263,40,100,1526389.087,5172198.971,-225,-315,215.5376778,215
264,40,100,1526399.087,5172198.971,-215,-315,214.3150876,214
265,40,100,1526409.087,5172198.971,-205,-315,213.0558228,213
266,40,100,1526419.087,5172198.971,-195,-315,211.7594801,211
267,40,100,1526429.087,5172198.971,-185,-315,210.4257838,210
268,40,100,1526439.087,5172198.971,-175,-315,209.0546041,209
269,40,100,1526449.087,5172198.971,-165,-315,207.6459754,207
270,40,100,1526459.087,5172198.971,-155,-315,206.2001148,206
271,40,100,1526469.087,5172198.971,-145,-315,204.7174409,204
272,40,100,1526479.087,5172198.971,-135,-315,203.1985905,203
273,40,100,1526489.087,5172198.971,-125,-315,201.6444351,201
274,40,100,1526499.087,5172198.971,-115,-315,200.0560947,200
275,40,100,1526509.087,5172198.971,-105,-315,198.4349488,198
276,40,100,1526519.087,5172198.971,-95,-315,196.7826441,196
277,40,100,1526529.087,5172198.971,-85,-315,195.1010982,195
278,40,100,1526539.087,5172198.971,-75,-315,193.3924978,193
279,40,100,1526549.087,5172198.971,-65,-315,191.6592927,191
280,40,100,1526559.087,5172198.971,-55,-315,189.9041832,189
281,40,100,1526569.087,5172198.971,-45,-315,188.1301024,188
282,40,100,1526579.087,5172198.971,-35,-315,186.3401917,186
283,40,100,1526589.087,5172198.971,-25,-315,184.5377725,184
284,40,100,1526599.087,5172198.971,-15,-315,182.726311,182
285,40,100,1526609.087,5172198.971,-5,-315,180.9093804,180
286,40,100,1526619.087,5172198.971,5,-315,179.0906196,179
287,40,100,1526629.087,5172198.971,15,-315,177.273689,177
288,40,100,1526639.087,5172198.971,25,-315,175.4622275,175
289,40,100,1526649.087,5172198.971,35,-315,173.6598083,173
290,40,100,1526659.087,5172198.971,45,-315,171.8698976,171
291,40,100,1526669.087,5172198.971,55,-315,170.0958168,170
292,40,100,1526679.087,5172198.971,65,-315,168.3407073,168
293,40,100,1526689.087,5172198.971,75,-315,166.6075022,166
294,40,100,1526699.087,5172198.971,85,-315,164.8989018,164
295,40,100,1526709.087,5172198.971,95,-315,163.2173559,163
296,40,100,1526719.087,5172198.971,105,-315,161.5650512,161
297,40,100,1526729.087,5172198.971,115,-315,159.9439053,159
298,40,100,1526739.087,5172198.971,125,-315,158.3555649,158
299,40,100,1526749.087,5172198.971,135,-315,156.8014095,156
300,40,100,1526759.087,5172198.971,145,-315,155.2825591,155
301,40,100,1526769.087,5172198.971,155,-315,153.7998852,153
302,40,100,1526779.087,5172198.971,165,-315,152.3540246,152
303,40,100,1526789.087,5172198.971,175,-315,150.9453959,150
304,40,100,1526799.087,5172198.971,185,-315,149.5742162,149
305,40,100,1526809.087,5172198.971,195,-315,148.2405199,148
306,40,100,1526819.087,5172198.971,205,-315,146.9441772,146
307,40,100,1526829.087,5172198.971,215,-315,145.6849124,145
308,40,100,1526839.087,5172198.971,225,-315,144.4623222,144
309,40,100,1526849.087,5172198.971,235,-315,143.2758928,143
310,40,100,1526859.087,5172198.971,245,-315,142.1250163,142
311,40,100,1526359.087,5172208.971,-255,-305,219.8978347,219
312,40,100,1526369.087,5172208.971,-245,-305,218.7741709,218
313,40,100,1526379.087,5172208.971,-235,-305,217.6139568,217
314,40,100,1526389.087,5172208.971,-225,-305,216.4163785,216
315,40,100,1526399.087,5172208.971,-215,-305,215.1806994,215
316,40,100,1526409.087,5172208.971,-205,-305,213.906277,213
317,40,100,1526419.087,5172208.971,-195,-305,212.5925815,212
318,40,100,1526429.087,5172208.971,-185,-305,211.2392149,211
319,40,100,1526439.087,5172208.971,-175,-305,209.8459319,209
320,40,100,1526449.087,5172208.971,-165,-305,208.4126614,208
321,40,100,1526459.087,5172208.971,-155,-305,206.9395281,206
322,40,100,1526469.087,5172208.971,-145,-305,205.4268742,205
323,40,100,1526479.087,5172208.971,-135,-305,203.8752809,203
324,40,100,1526489.087,5172208.971,-125,-305,202.2855876,202
325,40,100,1526499.087,5172208.971,-115,-305,200.6589101,200
326,40,100,1526509.087,5172208.971,-105,-305,198.9966542,198
327,40,100,1526519.087,5172208.971,-95,-305,197.3005272,197
328,40,100,1526529.087,5172208.971,-85,-305,195.5725436,195
329,40,100,1526539.087,5172208.971,-75,-305,193.8150253,193
330,40,100,1526549.087,5172208.971,-65,-305,192.0305961,192
331,40,100,1526559.087,5172208.971,-55,-305,190.2221686,190
332,40,100,1526569.087,5172208.971,-45,-305,188.3929252,188
333,40,100,1526579.087,5172208.971,-35,-305,186.5462908,186
334,40,100,1526589.087,5172208.971,-25,-305,184.6858998,184
335,40,100,1526599.087,5172208.971,-15,-305,182.8155567,182
336,40,100,1526609.087,5172208.971,-5,-305,180.9391909,180
337,40,100,1526619.087,5172208.971,5,-305,179.0608091,179
338,40,100,1526629.087,5172208.971,15,-305,177.1844433,177
339,40,100,1526639.087,5172208.971,25,-305,175.3141002,175
340,40,100,1526649.087,5172208.971,35,-305,173.4537092,173
341,40,100,1526659.087,5172208.971,45,-305,171.6070748,171
342,40,100,1526669.087,5172208.971,55,-305,169.7778314,169
343,40,100,1526679.087,5172208.971,65,-305,167.9694039,167
344,40,100,1526689.087,5172208.971,75,-305,166.1849747,166
345,40,100,1526699.087,5172208.971,85,-305,164.4274564,164
346,40,100,1526709.087,5172208.971,95,-305,162.6994728,162
347,40,100,1526719.087,5172208.971,105,-305,161.0033458,161
348,40,100,1526729.087,5172208.971,115,-305,159.3410899,159
349,40,100,1526739.087,5172208.971,125,-305,157.7144124,157
350,40,100,1526749.087,5172208.971,135,-305,156.1247191,156
351,40,100,1526759.087,5172208.971,145,-305,154.5731258,154
352,40,100,1526769.087,5172208.971,155,-305,153.0604719,153
353,40,100,1526779.087,5172208.971,165,-305,151.5873386,151
354,40,100,1526789.087,5172208.971,175,-305,150.1540681,150
355,40,100,1526799.087,5172208.971,185,-305,148.7607851,148
356,40,100,1526809.087,5172208.971,195,-305,147.4074185,147
357,40,100,1526819.087,5172208.971,205,-305,146.093723,146
358,40,100,1526829.087,5172208.971,215,-305,144.8193006,144
359,40,100,1526839.087,5172208.971,225,-305,143.5836215,143
360,40,100,1526849.087,5172208.971,235,-305,142.3860432,142
361,40,100,1526859.087,5172208.971,245,-305,141.2258291,141
362,40,100,1526869.087,5172208.971,255,-305,140.1021653,140
363,40,100,1526349.087,5172218.971,-265,-295,221.9335145,221
364,40,100,1526359.087,5172218.971,-255,-295,220.8403577,220
365,40,100,1526369.087,5172218.971,-245,-295,219.7099188,219
366,40,100,1526379.087,5172218.971,-235,-295,218.5411836,218
367,40,100,1526389.087,5172218.971,-225,-295,217.3331957,217
368,40,100,1526399.087,5172218.971,-215,-295,216.085073,216
369,40,100,1526409.087,5172218.971,-205,-295,214.7960263,214
370,40,100,1526419.087,5172218.971,-195,-295,213.4653793,213
371,40,100,1526429.087,5172218.971,-185,-295,212.0925913,212
372,40,100,1526439.087,5172218.971,-175,-295,210.67728,210
373,40,100,1526449.087,5172218.971,-165,-295,209.2192467,209
374,40,100,1526459.087,5172218.971,-155,-295,207.7185016,207
375,40,100,1526469.087,5172218.971,-145,-295,206.17529,206
376,40,100,1526479.087,5172218.971,-135,-295,204.5901172,204
377,40,100,1526489.087,5172218.971,-125,-295,202.9637731,202
378,40,100,1526499.087,5172218.971,-115,-295,201.297354,201
379,40,100,1526509.087,5172218.971,-105,-295,199.5922819,199
380,40,100,1526519.087,5172218.971,-95,-295,197.8503183,197
381,40,100,1526529.087,5172218.971,-85,-295,196.0735742,196
382,40,100,1526539.087,5172218.971,-75,-295,194.2645123,194
383,40,100,1526549.087,5172218.971,-65,-295,192.4259429,192
384,40,100,1526559.087,5172218.971,-55,-295,190.5610107,190
385,40,100,1526569.087,5172218.971,-45,-295,188.673174,188
386,40,100,1526579.087,5172218.971,-35,-295,186.7661748,186
387,40,100,1526589.087,5172218.971,-25,-295,184.8440004,184
388,40,100,1526599.087,5172218.971,-15,-295,182.9108378,182
389,40,100,1526609.087,5172218.971,-5,-295,180.9710219,180
390,40,100,1526619.087,5172218.971,5,-295,179.0289781,179
391,40,100,1526629.087,5172218.971,15,-295,177.0891622,177
392,40,100,1526639.087,5172218.971,25,-295,175.1559996,175
393,40,100,1526649.087,5172218.971,35,-295,173.2338252,173
394,40,100,1526659.087,5172218.971,45,-295,171.326826,171
395,40,100,1526669.087,5172218.971,55,-295,169.4389893,169
396,40,100,1526679.087,5172218.971,65,-295,167.5740571,167
397,40,100,1526689.087,5172218.971,75,-295,165.7354877,165
398,40,100,1526699.087,5172218.971,85,-295,163.9264258,163
399,40,100,1526709.087,5172218.971,95,-295,162.1496817,162
400,40,100,1526719.087,5172218.971,105,-295,160.4077181,160
401,40,100,1526729.087,5172218.971,115,-295,158.702646,158
402,40,100,1526739.087,5172218.971,125,-295,157.0362269,157
403,40,100,1526749.087,5172218.971,135,-295,155.4098828,155
404,40,100,1526759.087,5172218.971,145,-295,153.82471,153
405,40,100,1526769.087,5172218.971,155,-295,152.2814984,152
406,40,100,1526779.087,5172218.971,165,-295,150.7807533,150
407,40,100,1526789.087,5172218.971,175,-295,149.32272,149
408,40,100,1526799.087,5172218.971,185,-295,147.9074087,147
409,40,100,1526809.087,5172218.971,195,-295,146.5346207,146
410,40,100,1526819.087,5172218.971,205,-295,145.2039737,145
411,40,100,1526829.087,5172218.971,215,-295,143.914927,143
412,40,100,1526839.087,5172218.971,225,-295,142.6668043,142
413,40,100,1526849.087,5172218.971,235,-295,141.4588164,141
414,40,100,1526859.087,5172218.971,245,-295,140.2900812,140
415,40,100,1526869.087,5172218.971,255,-295,139.1596423,139
416,40,100,1526879.087,5172218.971,265,-295,138.0664855,138
417,40,100,1526339.087,5172228.971,-275,-285,223.9769698,223
418,40,100,1526349.087,5172228.971,-265,-285,222.9174347,222
419,40,100,1526359.087,5172228.971,-255,-285,221.8201699,221
420,40,100,1526369.087,5172228.971,-245,-285,220.6839725,220
421,40,100,1526379.087,5172228.971,-235,-285,219.5076754,219
422,40,100,1526389.087,5172228.971,-225,-285,218.2901632,218
423,40,100,1526399.087,5172228.971,-215,-285,217.0303896,217
424,40,100,1526409.087,5172228.971,-205,-285,215.7273982,215
425,40,100,1526419.087,5172228.971,-195,-285,214.3803447,214
426,40,100,1526429.087,5172228.971,-185,-285,212.9885216,212
427,40,100,1526439.087,5172228.971,-175,-285,211.5513849,211
428,40,100,1526449.087,5172228.971,-165,-285,210.0685828,210
429,40,100,1526459.087,5172228.971,-155,-285,208.5399852,208
430,40,100,1526469.087,5172228.971,-145,-285,206.9657144,206
431,40,100,1526479.087,5172228.971,-135,-285,205.3461759,205
432,40,100,1526489.087,5172228.971,-125,-285,203.6820877,203
433,40,100,1526499.087,5172228.971,-115,-285,201.974508,201
434,40,100,1526509.087,5172228.971,-105,-285,200.2248594,200
435,40,100,1526519.087,5172228.971,-95,-285,198.4349488,198
436,40,100,1526529.087,5172228.971,-85,-285,196.6069806,196
437,40,100,1526539.087,5172228.971,-75,-285,194.7435628,194
438,40,100,1526549.087,5172228.971,-65,-285,192.8477049,192
439,40,100,1526559.087,5172228.971,-55,-285,190.9228047,190
440,40,100,1526569.087,5172228.971,-45,-285,188.9726266,188
441,40,100,1526579.087,5172228.971,-35,-285,187.0012676,187
442,40,100,1526589.087,5172228.971,-25,-285,185.0131138,185
443,40,100,1526599.087,5172228.971,-15,-285,183.0127875,183
